"STYLE_CD","COUNT(*)"
NMTS50511,3
NMTS50711,3
NMTS50821,3
NMTW43411,1
NMTW47011,1
NMTW47811,1
NMTW48131,1
NMUAA18103,9
NMUAM20405,6
NMUAS18103,6
NMUAW17403,6
NMUAW17425,3
NMUAW18402,3
NMUAW19405,8
NMUAW19407,7
NMUAW19408,4
NMUBM16401,6
NMUBM16403,6
NMUBS17101,14
NMUBW16412,6
NMUM41011,1
NMUM41021,1
NMVAS19101,6
NMVAS20101,6
NMVAS22101,6
NMVAW17501,6
NMVM46011,1
NMVM46121,1
NMVM48121,1
NMVM49011,1
NMVS49021,1
NMVW46011,1
NMWAS20101,3
NMWAW19402,6
NMWAW19404,3
NMWAW20401,6
NMWBW15221,12
NMXS51511,5
NMXW49221,1
NMXW49311,1
NMXW49421,1
NNBNX18101,3
NQKCA16902,3
NQKCM16909,6
NQKCW16945,9
NQPNM16907,6
NQPNW16943,9
NQPNW17902,6
NQQNA16901,3
NQQNM16903,6
NQQNM18902,4
NQQNM18903,3
NQQNW17902,6
NQTBM19908,9
NQTBW16904,6
NQTBW18904,6
NQTBW19902,6
NQTBW20902,6
NQTBW21901,6
NQTCM18903,6
NQTCM19902,6
NQTCM20902,3
NQUAM19905,4
NQUAW21901,6
NQVBW16911,6
NQWAM19901,6
NQWAM22901,2
NQWBA16901,6
NTPNW16904,6
NTPNW16905,6
NTQNM16906,3
NTQNM18901,6
NTQNM18903,6
NTQNW16943,6
NTTBM19909,3
NTTBS16901,6
NTTBS16902,6
NTTBW17905,3
NTTBW18907,3
NTTBW20901,6
NTTCM16906,6
NTTCM16910,6
NTTCM18906,9
NTTCM20901,6
NTVAM18901,6
NTVAW17901,6
NTVAW17902,3
NTWAW18902,3
NUABM19102,3
NUABX18104,3
NUALM17606,3
NUALM19408,4
NUALM20402,6
NUALW21101,9
NUBNM19101,4
NUBNM20101,3
NUBNM22101,3
NUBTX18401,9
NUBTX18402,3
NUGJW17401,6
NUGJW18403,6
NUGJW18409,3
NUGJW19405,3
NUGJW19407,3
NUGJW20102,3
NUGJW21402,3
NUHCM18202,6
NUHCM18606,6
NUHCM19104,6
NUHCW19403,6
NUHCW21403,6
NUHCX17102,6
NUHCX18402,6
NULCA17103,6
NULCA17402,8
NULCA17403,6
NULCM19405,9
NULCS17101,3
NULCS17103,6
NULCW21404,3
NURCA17201,6
NURCM17902,3
NURCM18202,6
NURCM18607,6
NURCM18612,3
NURCM18911,6
NURCM19101,6
NURCM19106,3
NURCM19407,6
NURCM19415,3
NURCM19701,6
NURCM20110,3
NURCM20111,3
NURCM20112,6
NURCM20415,6
NURCM20421,6
NURCM21103,6
NURCM21405,6
NURCM22104,3
NURCM22408,6
NURCW17901,6
NURCW18106,6
NURCW18405,6
NURCW18901,6
NURCW19801,6
NURCW19803,6
NURCW19901,6
NURCW20408,3
NURCW21101,6
NURCW21402,3
NURCW21403,6
NURCW21407,6
NWPAW15701,6
NYZ1S16104,15
NYZ1X15101,3
NYZ1X15111,12
NZKCM17514,6
NZTBS22902,6
NZTBW21401,9
OK1BX20002,12
OK1BX21001,12
OK1BX22002,9
OK1BX22003,6
OK1DX19001,30
OK1DX22008,9
OK1DX22010,3
OK1DX22011,6
OK2AM19001,12
OVBAX19104,9
P62CM17106,9
P62CM17202,9
P62CM18101,3
P62CM18102,3
P62CX17503,3
P63CW17504,3
P64DX17216,6
P64DX17306,6
P64DX17309,3
P64DX17313,6
P64DX17409,3
P64DX17701,3
P64DX17802,3
P64DX18101,6
P64DX18102,6
P64DX18217,6
P64DX18404,6
P64DX18408,3
PKPNA17231,3
PKTCS18511,6
PKTEA17251,6
PKTSW17401,3
PKUAA17361,9
PNSFA17601,6
PNTBA17301,12
PNUAW17701,6
PRBLX17261,6
Q6AKW18501,9
Q6AUW17001,6
Q6HFW17001,6
Q6RGW18523,6
Q8RGW18522,6
QEAAX19311,6
QEAAX21102,6
QEAAX21610,6
QEAAX21630,6
QEAAX22102,3
QEALX20004,3
QEATX18002,3
QEAUW18001,8
QEBBW18502,14
QEBBX19401,9
QEBBX20302,3
QEBBX20706,6
QEBBX20708,6
QEBBX20710,3
QEBBX21111,6
QEBBX21112,15
QEBBX21123,12
QEBDX19001,21
QEBDX19300,6
QEBXM17135,6
QEBXM17145,3
QEBXM18125,12
QEBXM18126,6
QEBXM18128,6
QEBXW17218,6
QEBXW18201,9
QEBXW18221,3
QEBXX19028,9
QEBXX20030,6
QEBXX20125,6
QEBXX20165,3
QEBXX20210,6
QEBXX20601,9
QEBXX20604,3
QEBXX21135,3
QEBXX21140,3
QEHFW19004,6
QEHFW19006,6
QEHFW19008,8
QEHFX20520,3
QELAX19013,3
QELAX20120,6
QELAX20620,6
QELAX20650,3
QELAX20740,6
QEREM18220,6
QEREM18425,9
QEREM18526,3
QEREW17003,12
QEREW18501,6
QEREX20109,9
QEREX20110,6
QEREX20128,9
QEREX20201,7
QEREX20223,3
QEREX20943,6
QEREX21100,9
QEREX21250,3
QERFX20203,6
QERFX21300,15
QFEX40211,1
QFEX40311,1
QFHS40111,1
QFJM40121,1
QFJM40211,1
QFJM40321,1
QFJM44221,1
QFJS40521,1
QFJS40611,1
QFJS41211,1
QFMM40121,1
QFMS40321,1
QFMS40611,1
QFOM44111,1
QFOS40111,1
QFOS40311,1
QFOS40821,1
QFOS40921,1
QFOS41111,1
QFPM40211,1
QFPM49131,1
QFPM49211,1
QFSS40711,1
QFSS45111,1
QFSS48111,1
QFTM40511,1
QFTS40211,1
QFTS40621,1
QFUS45221,1
QFUS45711,1
QOQHS18002,4
QOQIX18303,9
QOTDM18303,9
QOTDM18401,9
QOTDS18001,9
QOTDX18303,6
QOTDX18310,9
QOUAM18102,3
QOUAS18001,3
QUCAX21100,3
QUPDX21110,12
QYHFW18501,3
QYHFW18507,3
QYHFW18508,6
QYREW18502,3
QYRGW17064,15
QYRGW19520,9
QYRGW19522,6
R1ACX16101,3
R1ACX16123,3
R1ACX16132,3
R1ACX16139,3
R1ACX16142,3
R1ACX16143,3
R1ACX16183,3
R1ACX16196,3
R1ACX16204,3
R1ACX16205,3
R1ACX16208,3
R1ACX16219,3
R1ACX16225,3
R1ACX16231,3
R1ACX16245,3
R1ACX16250,3
R1ACX16252,3
R1ACX16259,3
R1ACX16264,3
R1ACX16268,3
R1ACX16269,3
R1ACX16279,3
R1ACX16287,3
R1ACX16304,3
R1ACX16306,3
R1ACX16316,3
R1ACX16622,3
R1ACX17117,9
R1ACX17130,3
R1ACX17132,6
R1ACX17134,3
R1ACX17612,6
R1BBX15611,3
R1BBX16304,3
R1BCX14652,3
R1BCX15111,3
R1BCX15112,3
R1BCX15136,3
R1BCX15193,3
R1BCX15682,6
R1BCX15691,3
R1BCX16103,3
R1BCX16801,9
R1BJX14141,3
R1BRX15111,3
R1BRX15152,3
R1BRX15181,3
R1BRX15192,3
R1BRX16103,3
R1BRX16105,3
R1BRX16106,3
R1BRX16111,3
R1BRX16115,3
R1BRX16241,3
R1BRX16303,3
R1BRX16314,3
R1BRX16602,3
R1BRX16834,3
R1BRX17203,3
R1BRX17913,8
R1BSX14631,3
R1BSX14822,3
R1BSX15632,3
R1BSX16117,3
R1BSX16181,3
R1BSX17201,3
R1BTX15141,3
R1BTX15152,3
R1BTX16103,3
R1BTX16115,3
R1BTX16116,3
R1BTX16117,3
R1BTX16312,3
R1BTX16313,3
R1BTX16330,3
R1BTX17605,3
R1BTX17912,3
R6BBX16601,3
R6BCX16622,3
R6BSX17112,6
R6BTX17111,12
R7ACX17141,3
R7BRX16263,3
R7BRX17171,3
R7BRX17222,3
R7BSX16231,3
R7BTX16267,3
RAACX15781,3
RAACX15783,3
RAACX15793,3
RAACX15794,3
RAACX15811,3
RAACX15823,3
RAACX15826,3
RAACX15856,3
RABCX15711,3
RABCX15721,3
RABCX15722,3
RABRX15843,3
RCAAX17113,9
RCAAX18115,15
RCAAX18611,3
RCAAX19611,12
RCAAX19614,10
RCAAX20115,6
RCAAX20212,6
RCACX16133,6
RCACX16142,6
RCACX16143,18
RCACX16151,21
RCACX16154,15
RCACX16183,3
RCACX16191,3
RCACX16193,3
RCACX16203,3
RCACX16233,6
RCACX16261,8
RCACX16271,6
RCACX16311,3
RCACX16331,3
RCACX16371,3
RCACX16401,3
RCACX16442,3
RCACX16533,6
RCACX16542,6
RCACX16632,3
RCACX16652,6
RCACX16663,6
RCACX16673,3
RCACX16681,6
RCACX16881,3
RCACX16892,3
RCACX16951,7
RCACX17128,24
RCACX17134,6
RCACX17137,12
RCACX17451,6
RCACX17517,6
RCACX17619,6
RCACX17633,12
RCACX17637,10
RCACX18124,25
RCACX18130,13
RCACX18132,6
RCACX18141,6
RCACX18142,12
RCACX18143,30
RCACX18619,6
RCACX18625,3
RCACX18631,3
RCACX18640,3
RCACX19130,3
RCACX19139,9
RCACX19618,9
RCACX19626,20
RCACX20112,12
RCACX20124,10
RCACX20212,12
RCACX20412,13
RCAEX16672,3
RCAEX17105,6
RCAEX18117,6
RCAEX18615,6
RCAEX19116,24
RCAEX19611,6
RCAEX20114,6
RCAEX20613,9
RCAJX21718,6
RCBBX16111,3
RCBBX16112,3
RCBBX16131,3
RCBBX16801,3
RCBBX17711,6
RCBCX16811,12
RCBCX18212,3
RCBCX18312,6
RCBCX18922,3
RCBCX19320,4
RCBCX19713,6
RCBCX20112,6
RCBRX16212,6
RCBRX16242,3
RCBRX16264,3
RCBRX16601,15
RCBRX16602,9
RCBRX16603,15
RCBRX16812,3
RCBRX16827,3
RCBRX16832,17
RCBRX16911,3
RCBRX16931,3
RCBRX17101,62
RCBRX17102,28
RCBRX17211,9
RCBRX17712,6
RCBRX18112,12
RCBRX18113,19
RCBRX18212,13
RCBRX18311,3
RCBRX18711,9
RCBRX18714,9
RCBRX19113,84
RCBRX19117,18
RCBRX19313,4
RCBRX19315,6
RCBRX19613,3
RCBRX19617,18
RCBRX19618,9
RCBRX19811,3
RCBRX19816,9
RCBRX19911,3
RCBRX19921,6
RCBRX20111,18
RCBRX20114,13
RCBRX20413,24
RCBSX16113,3
RCBSX16182,6
RCBSX16602,9
RCBSX16622,6
RCBSX17711,6
RCBSX17811,3
RCBSX17912,3
RCBSX18211,12
RCBSX18215,6
RCBSX18611,6
RCBSX19112,6
RCBSX19325,9
RCBSX19329,3
RCBSX20411,6
RCBTX16221,24
RCBTX16242,13
RCBTX16601,12
RCBTX16631,3
RCBTX16641,9
RCBTX16652,6
RCBTX16821,12
RCBTX17109,6
RCBTX17206,3
RCBTX17491,9
RCBTX17715,3
RCBTX17913,3
RCBTX18116,3
RCBTX18121,52
RCBTX18122,6
RCBTX18211,36
RCBTX18611,12
RCBTX18622,3
RCBTX19115,9
RCBTX19118,24
RCBTX19123,12
RCBTX19131,6
RCBTX19134,6
RCBTX19723,3
RCBTX19814,3
RCBTX20113,6
RCBTX20124,9
RCBTX20321,6
RCBTX20412,31
RCBTX20611,6
RCBTX20815,15
RCBTX20912,30
RCCX41911,1
RCCX42411,1
RCCX42431,1
RCCX42751,1
RCCX46411,1
RCCX46931,1
RCCX51121,3
RCCX51631,5
RCCX51651,1
RCCX52221,1
RCCX56211,3
RCCX56321,4
RCCX56331,9
RCCX56421,9
RCCX56731,3
RCEAX16112,3
RCEAX16121,3
RCEAX16122,3
RCEAX16823,3
RCEAX17103,3
RCEAX20713,12
RCEAX20716,12
RCEAX21220,6
RCEAX21222,12
RCEAX21223,6
RCJX56521,6
RCJX56611,3
RCKX43521,1
RCKX48211,1
RCKX48431,1
RCKX51511,3
RCRX44121,1
RCRX44711,1
RCRX48421,1
RCRX49211,1
RCRX49531,1
RCRX51211,3
RCRX51221,3
RCRX51311,4
RCRX51341,37
RCRX51411,3
RCRX51521,1
RCRX51721,3
RCRX56351,10
RCRX56521,3
RCRX56611,6
RCRX56711,3
RCRX56731,3
RCSX43111,1
RCSX43131,1
RCSX43221,1
RCSX43411,1
RCSX43711,3
RCSX43961,2
RCSX43971,1
RCSX44211,4
RCSX44611,1
RCSX44621,1
RCSX44811,1
RCSX48411,4
RCSX48511,1
RCSX48711,1
RCSX48811,4
RCSX51421,3
RCSX51721,3
RCTX42111,1
RCTX47411,1
RCTX47611,1
RCTX48121,1
RCTX48131,1
RCTX51111,1
RCTX51711,3
RCTX51721,3
RCTX52911,3
RCTX56631,3
RCTX57011,3
RCWX42411,1
RCWX42511,1
RCWX42721,1
RCWX43211,1
RCWX43221,1
RCWX43311,1
RCWX43321,1
RCWX43421,1
RCWX43711,1
RCWX43821,1
RCWX43921,1
RCWX44511,1
RCWX46311,1
RCWX46331,1
RCWX46431,1
RCWX46621,2
RCWX47721,2
RCWX48111,6
RCWX48221,1
RCWX48621,1
RCWX49011,1
RCWX51131,6
RCWX51631,6
RCWX51721,3
RCWX51811,3
RCWX51831,3
RCWX51941,3
RCWX52141,3
RCWX52421,3
RCWX52511,3
RCWX52711,3
RCWX53111,3
RCWX53211,3
RCWX53221,3
RCWX53411,6
RCWX53421,6
RCWX53521,6
RCWX54221,3
RCWX54311,3
RCWX55811,3
RCWX55821,3
RCWX56411,3
RCWX56731,3
RCWX57821,3
RCWX58021,3
RCWX58421,3
RCWX58621,3
RCWX58721,3
RCWX59411,6
RCWX59511,6
RCXX41141,2
RCXX41161,2
RCXX48421,1
RCXX50311,4
RCXX51431,3
RCXX51441,6
RCXX51521,3
RCXX51531,3
RCXX51541,3
RCXX51651,3
RCXX51821,3
RCXX51921,3
RCXX51951,3
RCXX52011,3
RCXX57721,3
RCXX58211,3
RCXX59941,3
RCZ4X16112,3
RETX32211,3
RETX41211,1
RHACX16122,3
RHACX16143,6
RHACX16173,3
RHACX16211,3
RHACX16241,3
RHACX16302,3
RHACX16611,3
RHACX16641,3
RHACX16652,3
RHACX16683,3
RHACX16694,3
RHACX16702,3
RHACX16761,3
RHACX17122,6
RHACX17226,6
RHACX17230,6
RHACX17231,21
RHACX17612,3
RHACX18716,6
RHACX18718,6
RHACX19113,6
RHACX19117,6
RHACX19121,9
RHACX19127,9
RHACX20113,6
RHACX20123,6
RHACX20131,6
RHACX20713,6
RHACX20721,6
RHACX20723,9
RHBBX16122,3
RHBBX16133,5
RHBX41111,2
RHBX41611,1
RHBX46221,1
RHBX46411,1
RHBX51111,3
RHBX51211,3
RHBX51311,3
RHCX47111,1
RHCX51221,3
RHGX56121,5
RHGX56221,5
RHHAX16631,3
RHKX56411,3
RHSX56311,3
RHWX41111,1
RHWX41521,1
RHWX41911,1
RHWX42011,1
RHWX42021,1
RHWX47111,1
RHWX48211,1
RHWX48621,1
RHWX51921,3
RHWX52211,3
RHWX52321,3
RHWX56321,6
RHWX56511,3
RHWX56521,3
RHWX57521,5
RJSAM20221,3
RJTAM20311,6
RJTBA20942,3
RJTBS21111,6
RJTCA19172,6
RJTCM17935,3
RJTCM17938,3
RJTCM17941,3
RJTCM18003,3
RKCBW15350,3
RKJAA16420,6
RKJAA16421,3
RKJAW15220,6
RKJAW15261,3
RKJCS18280,3
RKPM43301,3
RKPNM16274,3
RKPNW16470,3
RKTAS15290,3
RKTAW16490,3
RKUBS15262,6
RKUBS16260,6
RLTCM16551,18
ROACX16111,3
ROBRX16601,3
ROTX56221,3
RQBM45401,6
RQCAS22951,3
RQCBW15154,3
RQCBW16354,3
RQCBW18514,3
RQDAW20053,3
RQDBA16305,9
RQDBM15300,3
RQDBW15103,3
RQDBW15104,3
RQDCW18020,3
RQHW41331,9
RQJAA21122,6
RQJBS18262,6
RQJM41181,3
RQKBA16384,3
RQKBW15180,6
RQKBW16382,3
RQKBW16383,6
RQPAW21170,3
RQPAW21970,3
RQPNA20750,3
RQPNM18764,6
RQPNS17710,3
RQPNW15171,9
RQPNW15173,6
RQPNW17001,6
RQSXA16341,3
RQSXA18412,3
RQSXS16547,6
RQTBS18963,3
RQTBS18965,3
RQTFM17912,9
RQUBS16560,3
RQUBW15160,3
RQUCW17632,3
RQVW41071,3
RQWBA16315,3
RQWBA18117,3
RQWBW15111,3
RQWBW15114,6
RQWBW15513,3
RQWBW16312,6
RQWCW16413,3
RQWCW17130,3
RQWCW17133,3
RQWW41081,3
RQZ1M15290,3
RS1BX21711,6
RS1DX21711,9
RUBCX16112,3
RUBCX17601,6
RUBRX16122,3
RUBSX16112,3
RUBSX18101,27
RUBTX17111,6
RUBTX17112,9
RUCX51421,3
RUCX56411,3
RUCX56521,6
RURX46131,1
RURX51111,6
RURX56121,3
RURX56221,3
RUSX56211,3
RUSX56511,3
RVAAX19122,9
RVAAX20611,12
RVAJX18112,6
RVBRX18112,6
RVBRX18611,3
RVBRX18624,15
RVBRX19622,3
RVBRX19623,3
RVBRX20114,3
RVBRX20121,27
RVBRX20124,6
RVBRX20611,12
RVBRX20614,6
RVBRX21111,6
RVBSX16611,3
RVBTX18112,10
RVBTX19135,3
RVCX47311,1
RVCX51131,3
RVLAX19112,6
RVPX41511,4
RVPX41611,1
RVPX41621,1
RVPX41711,1
RVRX41121,1
RVRX56121,3
RVTX51111,3
RXACX16132,3
RXACX16261,3
RXACX17141,3
RXACX17202,3
RXACX19001,9
RXBBX16112,9
RXBBX16211,3
RXBCX16112,3
RXBCX16123,6
RXBCX16211,3
RXBCX16218,3
RXBCX16246,3
RXBCX16443,3
RXBCX16512,3
RXBCX18111,6
RXBCX21112,15
RXBRX16118,3
RXBRX16131,3
RXBRX16132,3
RXBRX16214,3
RXBRX16251,3
RXBRX16262,3
RXBRX16263,6
RXBRX17145,9
RXBRX17161,6
RXBRX17181,9
RXBRX17251,6
RXBRX17261,3
RXBRX18113,6
RXBRX18122,20
RXBRX18191,6
RXBRX19081,3
RXBRX20114,9
RXBRX20613,15
RXBRX21112,9
RXBRX22114,18
RXBRX22115,12
RXBSX16112,3
RXBSX16124,3
RXBSX16211,3
RXBTX16245,3
RXBTX17111,6
RXBTX17172,3
RXBTX17182,6
RXBTX18151,9
RXBTX19001,15
RXBTX19021,15
RXBTX20112,6
RXBTX22113,3
RXCX42511,1
RXCX42651,1
RXCX42731,1
RXCX51231,1
RXCX51311,1
RXCX51711,3
RXCX56251,3
RXEX41261,1
RXEX41311,1
RXHAX16111,3
RXRX44411,1
RXSX45051,1
RXSX51111,7
RXSX51231,3
RXTX51131,1
RYAAS21202,7
RYAKW16523,3
RYBTX18190,9
RYRAX15620,6
RYZ4X15371,3
RYZ4X15372,6
RYZ4X15895,3
RYZ4X16293,3
RYZ4X16611,3
RYZ4X16691,3
RYZW47811,3
S1AIX17001,3
S1AIX17205,3
S1AIX17700,3
S2FX40321,1
S2FX42611,1
S2FX42811,1
S2FX42911,1
S2FX44211,1
S2FX44811,1
S2FX46721,1
S2FX47051,1
S2FX47111,1
S2FX47181,1
S2FX48031,1
S2FX48041,1
S2FX48161,1
S2FX48301,1
S2FX48371,1
S2FX50091,3
S2FX50211,3
S2FX50601,3
S2FX51511,3
S2FX51521,3
S2FX52311,3
S2FX52391,3
S2FX54011,3
S2FX54081,3
S2FX55041,3
S2FX55141,3
S2FX55211,3
S2FX57031,3
S2FX57041,3
S2FX57081,3
S2FX57121,3
S2FX57151,3
S2FX58061,3
S2NX45041,2
S2NX46211,1
S2NX52311,6
S2PNM22511,3
S2PNM22521,3
S2QX45031,1
S2QX45111,1
S2QX45421,1
S2SFX16031,3
S2SFX16035,3
S2SFX16041,3
S2SFX16049,3
S2SFX16092,4
S2SFX16104,3
S2SFX16108,3
S2SFX16177,4
S2SFX16183,4
S2SFX16184,4
S2SFX16201,3
S2SFX16205,3
S2SFX16208,3
S2SFX16210,3
S2SFX16315,3
S2SFX16407,3
S2SFX16415,3
S2SFX16452,3
S2SFX16472,4
S2SFX16501,3
S2SFX16601,3
S2SFX16754,3
S2SFX16803,3
S2SFX16805,3
S2SFX17003,3
S2SFX17007,3
S2SFX17019,3
S2SFX17101,3
S2SFX17401,3
S2SFX17408,3
S2SFX17410,3
S2SFX17503,3
S2SFX17504,3
S2SFX17510,3
S2SFX17652,3
S2SFX17654,3
S2SFX17703,3
S2SFX17851,3
S2SFX17852,3
S2SFX17912,3
S2SFX17915,3
S2TX51111,3
S2UAM22511,3
S2UAM22531,3
S2WAX16101,3
S2WAX17541,3
S2YX45021,1
S2YX45111,1
S3GX51191,1
S3GX51221,1
S3GX51321,1
S3GX51351,1
S3GX51361,1
S3GX51381,1
S3GX51431,1
S3GX51461,1
S3LX53071,1
S3SX50051,1
S3SX50201,1
S3SX50291,1
S3SX50361,1
S3SX50461,1
S3SX50711,1
S3TX55091,1
S3TX55101,1
S3TX55241,1
S4PAX17512,3
S4PAX18221,4
S4PNA19501,7
S4PNM19312,3
S4PNS22101,8
S4TAM18531,3
S4TAM18541,3
S4TAM19102,1
S4TAM19113,3
S4TAM20021,9
S4TAW19601,9
S4TAW20611,3
S4TAW21668,3
S4TAX16131,3
S4TAX16133,3
S4TAX16181,3
S4WAW21611,6
S4WAX17512,3
SAAW41111,1
SABM44121,1
SABM47011,1
SABM47121,1
SABM56211,3
SABS40311,1
SABW44011,1
SABW44311,1
SABW47211,1
SACAA16251,3
SACAA17251,3
SACAA18001,3
SACAA20002,3
SACAS16101,3
SACAS17201,3
SACAW16651,3
SACAW17681,3
SACAW17761,9
SACAW18521,3
SACAW18612,3
SACAW19501,8
SAEM56011,3
SAEW41211,1
SAEW41611,1
SAFM40111,3
SAFM42311,1
SAFM42421,1
SAFM45711,1
SAFM48711,1
SAFM50111,6
SAFM51811,3
SAFM52531,5
SAFM53911,3
SAFM55621,3
SAFM55721,1
SAFW42721,1
SAFW45211,1
SAFW46311,1
SAFW46411,1
SAFW48121,1
SAGA40111,1
SAGM58211,3
SAGS43011,1
SAGS51111,3
SAGW44111,1
SAHM48211,1
SAHM48511,1
SAHM48711,1
SAHM59111,3
SAHX48111,1
SAIS41211,1
SAIS42411,1
SAIS44011,1
SAIS45211,1
SAIS56121,3
SAIS56521,1
SAIW41111,1
SAIW44211,1
SAJAA17111,3
SAJAM16501,3
SAJAM16611,3
SAJAM17631,3
SAJAM17731,3
SAJAM17841,3
SAJAM18112,3
SAJAM18661,3
SAJAM19522,3
SAJAM19601,6
SAJAM19822,3
SAJAM20631,3
SAJAW16401,3
SAJAW18501,6
SAJAW19521,3
SAJAW20501,3
SAJAW20512,3
SAJAW21512,3
SAJM45121,1
SAJS51111,4
SAJS52011,6
SAKW46211,1
SAKX51131,3
SAKX51211,3
SALW45111,1
SALW45311,1
SALX51131,1
SAMA40111,1
SAMA40211,1
SAMM46511,1
SAMM47211,2
SAMM47911,1
SAMM48511,1
SAMM48811,1
SAMM49511,1
SAMM49811,1
SAMM56411,6
SAMM56711,1
SAMM57111,1
SAMM57511,6
SAMM57711,3
SAMM58021,3
SAMS50111,1
SAMW44011,1
SAPDM17512,3
SAPDM18201,3
SAPDM18501,3
SAPDM19001,3
SAPDM19121,3
SAPDM19122,3
SAPDM19522,9
SAPDM20201,3
SAPDM21022,6
SAPDM21541,3
SAPDM22211,3
SAPDM22221,3
SAPDM22521,6
SAPDM22531,3
SAPDW18021,3
SAPDW18521,3
SAPDW18601,3
SAPDW19711,4
SAPNA17121,3
SAPNA18112,3
SAPNA18201,3
SAPNA19101,9
SAPNA19131,3
SAPNA19141,3
SAPNM18442,3
SAPNM18522,3
SAPNS17021,3
SAPNS18112,3
SAPNS19401,3
SAPNS19411,6
SAPNS20101,3
SAPNS20121,3
SAPNS21101,3
SAPNS21121,6
SAPNS21131,3
SAPNW18531,3
SAPNW18801,3
SAPNW19481,3
SAPNW19502,3
SAPNW19711,3
SAPNW21431,6
SAPNW21500,3
SAPOM21811,6
SAPW42111,1
SAPW42131,2
SAPW43111,2
SAQW41121,2
SAQW41311,1
SAQW42121,1
SAQW42311,1
SAQW43711,1
SAQW49011,1
SAQW51111,1
SAQX53121,6
SASFM16331,3
SASFM16521,3
SASFM16741,3
SASFM16761,3
SASFM16781,3
SASFM16791,6
SASFM16902,6
SASFM16931,3
SASFM17321,3
SASFM17361,3
SASFM17391,3
SASFM17411,3
SASFM17461,3
SASFM17471,3
SASFM17551,3
SASFM17701,3
SASFM17731,3
SASFM17761,3
SASFM17771,3
SASFM18101,3
SASFM18231,4
SASFM18241,3
SASFM18281,3
SASFM18442,3
SASFM18591,3
SASFM18711,3
SASFM18721,3
SASFM18731,3
SASFM18791,3
SASFM18911,3
SASFM19011,3
SASFM19451,3
SASFM19472,3
SASFM19481,3
SASFM19511,3
SASFM19522,3
SASFM19931,3
SASFM19941,3
SASFM20411,3
SASFM20441,10
SASFM20741,3
SASFM20761,3
SASFW15711,3
SASFW15761,3
SASFW15811,3
SASFW15821,3
SASFW15952,3
SASFW16341,3
SASFW16421,4
SASFW16751,3
SASFW16811,3
SASFW17071,3
SASFW17201,3
SASFW17811,3
SASFW17921,3
SASFW18011,3
SASFW18411,3
SASFW18501,3
SASFW18711,3
SASFW18721,3
SASFW18831,3
SASFW19901,3
SASFW19961,5
SATAA17301,3
SATAA17997,3
SATAA17998,3
SATAA18131,3
SATAM16501,3
SATAM16541,3
SATAM16601,3
SATAM16681,3
SATAM16691,3
SATAM16791,3
SATAM16802,3
SATAM16806,3
SATAM17231,3
SATAM17232,3
SATAM17631,3
SATAM17741,3
SATAM17801,3
SATAM17804,3
SATAM17902,3
SATAM18601,3
SATAM18721,6
SATAM18761,4
SATAM18802,3
SATAM18903,9
SATAM18904,3
SATAM19201,4
SATAM19302,3
SATAM19321,3
SATAM19452,3
SATAM19612,3
SATAM19903,3
SATAM19904,3
SATAM20661,3
SATAM20921,3
SATAM20931,3
SATAM21402,3
SATAM21521,6
SATAM21711,3
SATAW20111,12
SATAW21301,3
SATW42111,1
SATW45111,1
SATX51111,1
SAUAS19201,3
SAUAS22011,3
SAUAW17511,3
SAUAW17711,3
SAUAW18101,3
SAUAW18701,3
SAUAW18711,4
SAUBM17512,3
SAUBW15101,5
SAUBW16661,3
SAUCW15703,7
SAUDS16041,3
SAUDS18111,3
SAUDS18211,3
SAUDS19111,3
SAUDS20001,3
SAUDW18101,3
SAUDW18121,3
SAUDW20201,3
SAUDW20511,3
SAUDW20541,3
SAVAS19001,4
SAVAW17101,3
SAVAW18002,3
SAWAM20531,6
SAWAM20561,3
SAWAM21531,6
SAWAM21571,3
SAWAS16011,3
SAWAS16201,3
SAWAS16501,3
SAWAS20101,3
SAWAS22101,3
SAWAW15011,3
SAWAW15031,3
SAWAW15261,3
SAWAW17711,3
SAWAW18021,3
SAWAW18632,4
SAWAW18651,3
SAWAW18662,3
SAWAW19501,6
SAWAW19511,3
SAWAW20001,10
SAWAW20201,3
SAWAW20511,6
SAWAW21031,6
SAWAW21051,12
SAWAW21101,6
SAWAW21531,3
SAWAW21541,3
SAWW41121,1
SAYX54111,6
SAYX55111,3
SAZW48411,1
SAZW48721,1
SAZW49221,1
SAZW58511,1
SAZW58521,1
SAZX55131,3
SAZX58521,1
SAZX58811,1
SAZX59121,1
SCABX17100,3
SCAJX17520,3
SCAJX17540,3
SCBAX17700,6
SCBAX17710,3
SCHAX17500,3
SCLAX17200,3
SCLAX17204,3
SCLAX17401,3
SCLAX17412,3
SCRAX17700,3
SCSFX21501,6
SCSFX21902,3
SCTAX21502,3
SEAIW15752,3
SEAIX16711,3
SEAIX17726,2
SEAIX17727,3
SEAJX16713,3
SEBAX17712,3
SELAX17713,3
SELAX17716,3
SELBX16721,3
SF4DX17714,3
SG4DX17001,6
SG4DX17400,6
SG4DX17402,3
SHJAX19502,3
SHJAX21901,6
SHPDW17901,3
SHTAX22511,9
SHUAX19901,3
SHUAX21911,3
SHUAX21921,3
SHUAX22501,3
SHWAX19503,3
SNABX15128,6
SNAIX15125,9
SNAIX15519,9
SOPM41121,1
SOPOM19911,3
SOTAM19993,3
SOUAW18999,3
SPCBW15951,3
SPCBW16742,3
SPCCA17351,6
